Nouvelle acquisition du 22/11/2018 19:29:20
Date;Montée (s);Palier (s);Temp (°C);Negative_Reference_Load_Limit;Positive_Reference_Load_Limit;Load;JT1A;JT2A;JT1B;NA
19:33:39:263;0;3600;25;-0,00;0,00;0,00;5005,4875;5001,31646;5007,26063;5002,95576;
19:33:40:296;0;3600;25;-0,00;0,00;0,00;5005,47977;5001,31739;5007,25245;5002,96356;
19:33:41:300;0;3600;25;-0,00;0,00;0,00;5005,49276;5001,31972;5007,25736;5002,95388;
19:33:42:332;0;3600;25;-0,00;0,00;0,00;5005,49253;5001,31555;5007,25675;5002,9642;
19:33:43:351;0;3600;25;-0,00;0,00;0,00;5005,48736;5001,31749;5007,25982;5002,96244;
19:33:44:334;0;3600;25;-0,00;0,00;0,00;5005,48875;5001,31579;5007,25983;5002,95816;
19:33:45:351;0;3600;25;-0,00;0,00;0,00;5005,49218;5001,32674;5007,26042;5002,96566;
19:33:46:373;0;3600;25;-0,00;0,00;0,00;5005,48499;5001,31186;5007,2586;5002,96165;
19:33:47:387;0;3600;25;-0,00;0,00;0,00;5005,47265;5001,31709;5007,25787;5002,9612;
19:33:48:419;0;3600;25;-0,00;0,00;0,00;5005,4825;5001,30818;5007,26255;5002,95682;
19:33:49:437;0;3600;25;-0,00;0,00;0,00;5005,49228;5001,30403;5007,25336;5002,94927;
19:33:50:421;0;3600;25;-0,00;0,00;0,00;5005,48215;5001,31863;5007,25427;5002,96093;
19:33:51:439;0;3600;25;-0,00;0,00;0,00;5005,48685;5001,30912;5007,25663;5002,96201;
19:33:52:456;0;3600;25;-0,00;0,00;0,00;5005,48499;5001,32954;5007,25417;5002,95413;
19:33:53:459;0;3600;25;-0,00;0,00;0,00;5005,48431;5001,31206;5007,25856;5002,95991;
19:33:54:491;0;3600;25;-0,00;0,00;0,00;5005,48887;5001,3232;5007,25988;5002,95756;
19:33:55:540;0;3600;25;-0,00;0,00;0,00;5005,49235;5001,31419;5007,26171;5002,95624;
19:33:56:525;0;3600;25;-0,00;0,00;0,00;5005,48609;5001,32159;5007,26706;5002,96196;
19:33:57:542;0;3600;25;-0,00;0,00;0,00;5005,49365;5001,31394;5007,26459;5002,9542;
19:33:58:545;0;3600;25;-0,00;0,00;0,00;5005,47561;5001,32802;5007,2558;5002,95238;
19:33:59:561;0;3600;25;-0,00;0,00;0,00;5005,47304;5001,3398;5007,26044;5002,95749;
19:34:0:592;0;3600;25;-0,00;0,00;0,00;5005,4798;5001,32142;5007,25265;5002,9578;
19:34:1:613;0;3600;25;-0,00;0,00;0,00;5005,48314;5001,32008;5007,25597;5002,96237;
19:34:2:614;0;3600;25;-0,00;0,00;0,00;5005,48363;5001,32583;5007,25123;5002,96155;
19:34:3:615;0;3600;25;-0,00;0,00;0,00;5005,48188;5001,32082;5007,25543;5002,95848;
19:34:4:642;0;3600;25;-0,00;0,00;0,00;5005,48519;5001,32349;5007,25274;5002,95974;
19:34:5:649;0;3600;25;-0,00;0,00;0,00;5005,48888;5001,32952;5007,25989;5002,96313;
19:34:6:651;0;3600;25;-0,00;0,00;0,00;5005,48182;5001,31729;5007,25598;5002,95976;
19:34:7:667;0;3600;25;-0,00;0,00;0,00;5005,48879;5001,31934;5007,26016;5002,95855;
19:34:8:689;0;3600;25;-0,00;0,00;0,00;5005,48171;5001,32424;5007,26139;5002,95781;
19:34:9:702;0;3600;25;-0,00;0,00;0,00;5005,48556;5001,31879;5007,25782;5002,96273;
19:34:10:725;0;3600;25;-0,00;0,00;0,00;5005,48119;5001,31922;5007,25507;5002,95668;
19:34:11:738;0;3600;25;-0,00;0,00;0,00;5005,48007;5001,31781;5007,25552;5002,96157;
19:34:12:723;0;3600;25;-0,00;0,00;0,00;5005,48462;5001,32518;5007,2504;5002,96105;
19:34:13:771;0;3600;25;-0,00;0,00;0,00;5005,48084;5001,30752;5007,25593;5002,95971;
19:34:14:789;0;3600;25;-0,00;0,00;0,00;5005,48122;5001,31631;5007,25467;5002,95768;
19:34:15:791;0;3600;25;-0,00;0,00;0,00;5005,47898;5001,31357;5007,26051;5002,9635;
19:34:16:809;0;3600;25;-0,00;0,00;0,00;5005,4852;5001,31889;5007,25431;5002,95883;
19:34:17:825;0;3600;25;-0,00;0,00;0,00;5005,48308;5001,30928;5007,2543;5002,9566;
19:34:18:826;0;3600;25;-0,00;0,00;0,00;5005,49261;5001,32033;5007,25264;5002,95202;
19:34:19:827;0;3600;25;-0,00;0,00;0,00;5005,48748;5001,32692;5007,26021;5002,95926;
19:34:20:859;0;3600;25;-0,00;0,00;0,00;5005,47544;5001,31691;5007,25722;5002,95624;
19:34:21:896;0;3600;25;-0,00;0,00;0,00;5005,48895;5001,31503;5007,25903;5002,95953;
19:34:22:879;0;3600;25;-0,00;0,00;0,00;5005,48671;5001,31759;5007,25917;5002,95786;
19:34:23:913;0;3600;25;-0,00;0,00;0,00;5005,48838;5001,33015;5007,25724;5002,95582;
19:34:24:929;0;3600;25;-0,00;0,00;0,00;5005,47423;5001,31943;5007,2567;5002,95784;
19:34:25:931;0;3600;25;-0,00;0,00;0,00;5005,47288;5001,32248;5007,26133;5002,95935;
19:34:26:931;0;3600;25;-0,00;0,00;0,00;5005,4794;5001,31761;5007,25663;5002,95642;
19:34:27:933;0;3600;25;-0,00;0,00;0,00;5005,48357;5001,31651;5007,25681;5002,95492;
19:34:28:982;0;3600;25;-0,00;0,00;0,00;5005,48746;5001,31495;5007,25284;5002,95702;
19:34:29:984;0;3600;25;-0,00;0,00;0,00;5005,48933;5001,31776;5007,25488;5002,95642;
19:34:31:1;0;3600;25;-0,00;0,00;0,00;5005,48498;5001,31138;5007,25487;5002,96011;
19:34:32:7;0;3600;25;-0,00;0,00;0,00;5005,48469;5001,32367;5007,25712;5002,95223;
19:34:33:36;0;3600;25;-0,00;0,00;0,00;5005,48812;5001,32357;5007,26017;5002,95549;
19:34:34:36;0;3600;25;-0,00;0,00;0,00;5005,48713;5001,31449;5007,25671;5002,95628;
19:34:35:54;0;3600;25;-0,00;0,00;0,00;5005,48037;5001,31546;5007,25996;5002,95823;
19:34:36:71;0;3600;25;-0,00;0,00;0,00;5005,48066;5001,32139;5007,25791;5002,95865;
19:34:37:73;0;3600;25;-0,00;0,00;0,00;5005,48192;5001,3129;5007,26111;5002,95507;
19:34:38:107;0;3600;25;-0,00;0,00;0,00;5005,48397;5001,32688;5007,25687;5002,95222;
19:34:39:114;0;3600;25;-0,00;0,00;0,00;5005,48008;5001,32239;5007,2538;5002,96095;
19:34:40:124;0;3600;25;-0,00;0,00;0,00;5005,48558;5001,3327;5007,25827;5002,96021;
19:34:41:142;0;3600;25;-0,00;0,00;0,00;5005,48168;5001,31854;5007,25644;5002,9577;
19:34:42:144;0;3600;25;-0,00;0,00;0,00;5005,4764;5001,33083;5007,25965;5002,95804;
19:34:43:178;0;3600;25;-0,00;0,00;0,00;5005,48033;5001,31503;5007,25651;5002,94824;
19:34:44:162;0;3600;25;-0,00;0,00;0,00;5005,48531;5001,3127;5007,25837;5002,94959;
19:34:45:179;0;3600;25;-0,00;0,00;0,00;5005,49427;5001,31765;5007,26085;5002,94896;
19:34:46:332;0;3600;25;-0,00;0,00;0,00;5005,47806;5001,30978;5007,25696;5002,95688;
19:34:47:279;0;3600;25;-0,00;0,00;0,00;5005,48441;5001,31829;5007,2554;5002,958;
19:34:48:263;0;3600;25;-0,00;0,00;0,00;5005,48563;5001,32364;5007,2559;5002,95317;
19:34:49:264;0;3600;25;-0,00;0,00;0,00;5005,49094;5001,3172;5007,25858;5002,95592;
19:34:50:280;0;3600;25;-0,00;0,00;0,00;5005,47564;5001,32426;5007,25651;5002,95007;
19:34:51:282;0;3600;25;-0,00;0,00;0,00;5005,47993;5001,30715;5007,25378;5002,95098;
19:34:52:316;0;3600;25;-0,00;0,00;0,00;5005,48906;5001,31547;5007,25304;5002,95503;
19:34:53:303;0;3600;25;-0,00;0,00;0,00;5005,48597;5001,32093;5007,25475;5002,95769;
19:34:54:338;0;3600;25;-0,00;0,00;0,00;5005,47811;5001,32372;5007,25515;5002,94971;
19:34:55:320;0;3600;25;-0,00;0,00;0,00;5005,46846;5001,31284;5007,26171;5002,95228;
19:34:56:353;0;3600;25;-0,00;0,00;0,00;5005,47452;5001,31898;5007,25493;5002,95573;
19:34:57:354;0;3600;25;-0,00;0,00;0,00;5005,47344;5001,32356;5007,26049;5002,95787;
19:34:58:387;0;3600;25;-0,00;0,00;0,00;5005,47252;5001,31755;5007,25926;5002,96018;
19:34:59:373;0;3600;25;-0,00;0,00;0,00;5005,47161;5001,31105;5007,2663;5002,95671;
19:35:0:407;0;3600;25;-0,00;0,00;0,00;5005,4812;5001,32094;5007,26407;5002,95012;
19:35:1:407;0;3600;25;-0,00;0,00;0,00;5005,47326;5001,32032;5007,25854;5002,94933;
19:35:2:440;0;3600;25;-0,00;0,00;0,00;5005,48089;5001,31755;5007,25997;5002,95047;
19:35:3:459;0;3600;25;-0,00;0,00;0,00;5005,48893;5001,31337;5007,25937;5002,95815;
19:35:4:444;0;3600;25;-0,00;0,00;0,00;5005,47889;5001,31698;5007,25669;5002,95567;
19:35:5:477;0;3600;25;-0,00;0,00;0,00;5005,48207;5001,30511;5007,25486;5002,95851;
19:35:6:494;0;3600;25;-0,00;0,00;0,00;5005,48595;5001,3187;5007,25181;5002,95296;
19:35:7:512;0;3600;25;-0,00;0,00;0,00;5005,48349;5001,31879;5007,25161;5002,95318;
19:35:8:529;0;3600;25;-0,00;0,00;0,00;5005,4836;5001,31647;5007,24886;5002,96396;
19:35:9:549;0;3600;25;-0,00;0,00;0,00;5005,47876;5001,32526;5007,25;5002,95976;
19:35:10:565;0;3600;25;-0,00;0,00;0,00;5005,4775;5001,31789;5007,25705;5002,96027;
19:35:11:581;0;3600;25;-0,00;0,00;0,00;5005,47931;5001,32187;5007,25401;5002,9585;
19:35:12:606;0;3600;25;-0,00;0,00;0,00;5005,47897;5001,32094;5007,25084;5002,96077;
19:35:13:602;0;3600;25;-0,00;0,00;0,00;5005,48537;5001,32205;5007,25502;5002,96111;
19:35:14:634;0;3600;25;-0,00;0,00;0,00;5005,49266;5001,31214;5007,25072;5002,96171;
19:35:15:636;0;3600;25;-0,00;0,00;0,00;5005,47727;5001,31718;5007,25213;5002,96298;
19:35:16:655;0;3600;25;-0,00;0,00;0,00;5005,48418;5001,32485;5007,25406;5002,96175;
19:35:17:651;0;3600;25;-0,00;0,00;0,00;5005,47814;5001,32449;5007,25354;5002,96287;
19:35:18:673;0;3600;25;-0,00;0,00;0,00;5005,48928;5001,32142;5007,25313;5002,95539;
19:35:19:690;0;3600;25;-0,00;0,00;0,00;5005,48618;5001,31303;5007,25927;5002,95235;
19:35:20:709;0;3600;25;-0,00;0,00;0,00;5005,48219;5001,31381;5007,25988;5002,95521;
19:35:21:710;0;3600;25;-0,00;0,00;0,00;5005,4904;5001,32885;5007,25599;5002,95737;
19:35:22:728;0;3600;25;-0,00;0,00;0,00;5005,49502;5001,32237;5007,2586;5002,95031;
19:35:23:761;0;3600;25;-0,00;0,00;0,00;5005,47475;5001,32278;5007,25717;5002,95084;
19:35:24:763;0;3600;25;-0,00;0,00;0,00;5005,47832;5001,32513;5007,25779;5002,95622;
19:35:25:797;0;3600;25;-0,00;0,00;0,00;5005,48231;5001,31164;5007,25351;5002,95714;
19:35:26:798;0;3600;25;-0,00;0,00;0,00;5005,48148;5001,3163;5007,25498;5002,96836;
19:35:27:799;0;3600;25;-0,00;0,00;0,00;5005,48912;5001,30592;5007,24856;5002,95637;
19:35:28:835;0;3600;25;-0,00;0,00;0,00;5005,49131;5001,30264;5007,25132;5002,95864;
19:35:29:818;0;3600;25;-0,00;0,00;0,00;5005,48419;5001,31011;5007,25612;5002,95833;
19:35:30:867;0;3600;25;-0,00;0,00;0,00;5005,49209;5001,32288;5007,2504;5002,94712;
19:35:31:853;0;3600;25;-0,00;0,00;0,00;5005,47798;5001,32558;5007,25269;5002,9554;
19:35:32:872;0;3600;25;-0,00;0,00;0,00;5005,47716;5001,31846;5007,26119;5002,94928;
19:35:33:873;0;3600;25;-0,00;0,00;0,00;5005,48265;5001,31554;5007,26026;5002,95348;
19:35:34:906;0;3600;25;-0,00;0,00;0,00;5005,48257;5001,31379;5007,25892;5002,95868;
19:35:35:940;0;3600;25;-0,00;0,00;0,00;5005,49183;5001,30894;5007,26091;5002,95441;
19:35:36:941;0;3600;25;-0,00;0,00;0,00;5005,48691;5001,31717;5007,25576;5002,95132;
19:35:37:944;0;3600;25;-0,00;0,00;0,00;5005,47614;5001,30798;5007,26068;5002,95653;
19:35:38:960;0;3600;25;-0,00;0,00;0,00;5005,47538;5001,31368;5007,25467;5002,95284;
19:35:39:993;0;3600;25;-0,00;0,00;0,00;5005,48384;5001,32319;5007,26437;5002,94744;
19:35:40:988;0;3600;25;-0,00;0,00;0,00;5005,47509;5001,3248;5007,25313;5002,95999;
19:35:41:997;0;3600;25;-0,00;0,00;0,00;5005,47791;5001,31254;5007,25495;5002,95455;
19:35:43:41;0;3600;25;-0,00;0,00;0,00;5005,48415;5001,31274;5007,25669;5002,95905;
19:35:44:50;0;3600;25;-0,00;0,00;0,00;5005,48301;5001,31463;5007,25639;5002,96264;
19:35:45:66;0;3600;25;-0,00;0,00;0,00;5005,48954;5001,31503;5007,25417;5002,95948;
19:35:46:68;0;3600;25;-0,00;0,00;0,00;5005,49134;5001,31349;5007,25015;5002,9556;
19:35:47:85;0;3600;25;-0,00;0,00;0,00;5005,49002;5001,31758;5007,2511;5002,9547;
19:35:48:87;0;3600;25;-0,00;0,00;0,00;5005,48714;5001,31376;5007,24958;5002,95361;
19:35:49:103;0;3600;25;-0,00;0,00;0,00;5005,48073;5001,31699;5007,2515;5002,95365;
19:35:50:137;0;3600;25;-0,00;0,00;0,00;5005,47317;5001,31421;5007,25086;5002,95439;
19:35:51:172;0;3600;25;-0,00;0,00;0,00;5005,48545;5001,31938;5007,25727;5002,95836;
19:35:52:141;0;3600;25;-0,00;0,00;0,00;5005,47753;5001,31262;5007,26605;5002,95611;
19:35:53:144;0;3600;25;-0,00;0,00;0,00;5005,47098;5001,31202;5007,25776;5002,94968;
19:35:54:161;0;3600;25;-0,00;0,00;0,00;5005,48604;5001,31634;5007,25598;5002,95493;
19:35:55:194;0;3600;25;-0,00;0,00;0,00;5005,48655;5001,30932;5007,24732;5002,94715;
19:35:56:180;0;3600;25;-0,00;0,00;0,00;5005,47908;5001,31062;5007,24079;5002,95583;
19:35:57:213;0;3600;25;-0,00;0,00;0,00;5005,48035;5001,31275;5007,24296;5002,95481;
19:35:58:198;0;3600;25;-0,00;0,00;0,00;5005,4852;5001,32323;5007,24599;5002,95481;
19:35:59:264;0;3600;25;-0,00;0,00;0,00;5005,50229;5001,311;5007,2519;5002,95655;
19:36:0:265;0;3600;25;-0,00;0,00;0,00;5005,48664;5001,31202;5007,25416;5002,9486;
19:36:1:282;0;3600;25;-0,00;0,00;0,00;5005,47899;5001,31878;5007,24536;5002,94719;
19:36:2:284;0;3600;25;-0,00;0,00;0,00;5005,48618;5001,31192;5007,25436;5002,94951;
19:36:3:319;0;3600;25;-0,00;0,00;0,00;5005,47609;5001,31281;5007,25026;5002,94917;
19:36:4:320;0;3600;25;-0,00;0,00;0,00;5005,48016;5001,31281;5007,24777;5002,95357;
19:36:5:322;0;3600;25;-0,00;0,00;0,00;5005,47687;5001,30853;5007,25627;5002,94933;
19:36:6:355;0;3600;25;-0,00;0,00;0,00;5005,47818;5001,31956;5007,25668;5002,96233;
19:36:7:342;0;3600;25;-0,00;0,00;0,00;5005,4766;5001,31606;5007,2574;5002,95601;
19:36:8:391;0;3600;25;-0,00;0,00;0,00;5005,47873;5001,31009;5007,25925;5002,95773;
19:36:9:393;0;3600;25;-0,00;0,00;0,00;5005,48398;5001,31667;5007,25648;5002,96267;
19:36:10:393;0;3600;25;-0,00;0,00;0,00;5005,48649;5001,3124;5007,25547;5002,95829;
19:36:11:397;0;3600;25;-0,00;0,00;0,00;5005,4844;5001,30677;5007,2478;5002,95965;
19:36:12:430;0;3600;25;-0,00;0,00;0,00;5005,4826;5001,3117;5007,24964;5002,95136;
19:36:13:431;0;3600;25;-0,00;0,00;0,00;5005,48194;5001,30472;5007,24902;5002,95679;
19:36:14:448;0;3600;25;-0,00;0,00;0,00;5005,48414;5001,32335;5007,24721;5002,94942;
19:36:15:481;0;3600;25;-0,00;0,00;0,00;5005,4798;5001,32431;5007,25783;5002,95138;
19:36:16:500;0;3600;25;-0,00;0,00;0,00;5005,48268;5001,30739;5007,25761;5002,95186;
19:36:17:516;0;3600;25;-0,00;0,00;0,00;5005,48004;5001,31254;5007,26118;5002,96338;
19:36:18:517;0;3600;25;-0,00;0,00;0,00;5005,47886;5001,30856;5007,25957;5002,96175;
19:36:19:536;0;3600;25;-0,00;0,00;0,00;5005,48376;5001,31502;5007,25427;5002,95857;
19:36:20:521;0;3600;25;-0,00;0,00;0,00;5005,48387;5001,30642;5007,25153;5002,96034;
19:36:21:555;0;3600;25;-0,00;0,00;0,00;5005,48843;5001,30469;5007,25715;5002,9519;
19:36:22:590;0;3600;25;-0,00;0,00;0,00;5005,48543;5001,30274;5007,2519;5002,9561;
19:36:23:607;0;3600;25;-0,00;0,00;0,00;5005,48403;5001,30898;5007,25802;5002,95169;
19:36:24:573;0;3600;25;-0,00;0,00;0,00;5005,48504;5001,31305;5007,25354;5002,95093;
19:36:25:642;0;3600;25;-0,00;0,00;0,00;5005,4817;5001,30996;5007,25486;5002,95309;
19:36:26:643;0;3600;25;-0,00;0,00;0,00;5005,48237;5001,32246;5007,25759;5002,955;
19:36:27:644;0;3600;25;-0,00;0,00;0,00;5005,4782;5001,31837;5007,25993;5002,95676;
19:36:28:633;0;3600;25;-0,00;0,00;0,00;5005,47434;5001,31642;5007,25961;5002,95471;
19:36:29:664;0;3600;25;-0,00;0,00;0,00;5005,47244;5001,32126;5007,25819;5002,95534;
19:36:30:665;0;3600;25;-0,00;0,00;0,00;5005,48123;5001,3092;5007,25793;5002,94863;
19:36:31:700;0;3600;25;-0,00;0,00;0,00;5005,48192;5001,3149;5007,25336;5002,95289;
19:36:32:716;0;3600;25;-0,00;0,00;0,00;5005,49463;5001,31673;5007,25151;5002,95363;
19:36:33:720;0;3600;25;-0,00;0,00;0,00;5005,48228;5001,3159;5007,25275;5002,95118;
19:36:34:752;0;3600;25;-0,00;0,00;0,00;5005,48098;5001,31172;5007,25326;5002,94951;
19:36:35:770;0;3600;25;-0,00;0,00;0,00;5005,48542;5001,30435;5007,25783;5002,95614;
19:36:36:787;0;3600;25;-0,00;0,00;0,00;5005,48734;5001,30376;5007,25625;5002,95287;
19:36:37:789;0;3600;25;-0,00;0,00;0,00;5005,48284;5001,31966;5007,2578;5002,95399;
19:36:38:822;0;3600;25;-0,00;0,00;0,00;5005,48353;5001,31644;5007,25412;5002,95841;
19:36:39:825;0;3600;25;-0,00;0,00;0,00;5005,48328;5001,30843;5007,25677;5002,95001;
19:36:40:825;0;3600;25;-0,00;0,00;0,00;5005,47438;5001,31425;5007,25119;5002,95647;
19:36:41:859;0;3600;25;-0,00;0,00;0,00;5005,47415;5001,30934;5007,24956;5002,95014;
19:36:42:860;0;3600;25;-0,00;0,00;0,00;5005,48118;5001,3077;5007,25292;5002,95625;
19:36:43:894;0;3600;25;-0,00;0,00;0,00;5005,46992;5001,31925;5007,25057;5002,96083;
19:36:44:893;0;3600;25;-0,00;0,00;0,00;5005,48434;5001,31955;5007,25558;5002,96182;
19:36:45:897;0;3600;25;-0,00;0,00;0,00;5005,48299;5001,31593;5007,25342;5002,95814;
19:36:46:915;0;3600;25;-0,00;0,00;0,00;5005,48376;5001,31898;5007,25217;5002,96273;
19:36:47:900;0;3600;25;-0,00;0,00;0,00;5005,47861;5001,31127;5007,25083;5002,95904;
19:36:48:952;0;3600;25;-0,00;0,00;0,00;5005,48707;5001,31773;5007,25727;5002,95548;
19:36:49:966;0;3600;25;-0,00;0,00;0,00;5005,48691;5001,30921;5007,26136;5002,95393;
19:36:50:969;0;3600;25;-0,00;0,00;0,00;5005,48337;5001,30679;5007,25433;5002,95539;
19:36:52:4;0;3600;25;-0,00;0,00;0,00;5005,47462;5001,3091;5007,25787;5002,95476;
19:36:53:20;0;3600;25;-0,00;0,00;0,00;5005,48726;5001,30787;5007,25881;5002,95436;
19:36:54:6;0;3600;25;-0,00;0,00;0,00;5005,49047;5001,309;5007,25164;5002,95841;
19:36:55:6;0;3600;25;-0,00;0,00;0,00;5005,49901;5001,31226;5007,25337;5002,95792;
19:36:56:41;0;3600;25;-0,00;0,00;0,00;5005,48075;5001,30856;5007,25658;5002,95406;
19:36:57:74;0;3600;25;-0,00;0,00;0,00;5005,47976;5001,31872;5007,24932;5002,95266;
19:36:58:76;0;3600;25;-0,00;0,00;0,00;5005,49128;5001,31799;5007,2491;5002,94849;
19:36:59:77;0;3600;25;-0,00;0,00;0,00;5005,47398;5001,30837;5007,25053;5002,948;
19:37:0:95;0;3600;25;-0,00;0,00;0,00;5005,48303;5001,30621;5007,25328;5002,94424;
19:37:1:114;0;3600;25;-0,00;0,00;0,00;5005,47105;5001,30619;5007,25145;5002,95094;
19:37:2:130;0;3600;25;-0,00;0,00;0,00;5005,48828;5001,30423;5007,25229;5002,95632;
19:37:3:148;0;3600;25;-0,00;0,00;0,00;5005,47716;5001,31876;5007,24962;5002,9605;
19:37:4:149;0;3600;25;-0,00;0,00;0,00;5005,47711;5001,30868;5007,24779;5002,95179;
19:37:5:229;0;3600;25;-0,00;0,00;0,00;5005,47126;5001,31948;5007,25341;5002,951;
19:37:6:217;0;3600;25;-0,00;0,00;0,00;5005,48129;5001,29627;5007,24636;5002,95419;
19:37:7:202;0;3600;25;-0,00;0,00;0,00;5005,48556;5001,30237;5007,25185;5002,94952;
19:37:8:204;0;3600;25;-0,00;0,00;0,00;5005,47937;5001,32438;5007,25604;5002,94977;
19:37:9:222;0;3600;25;-0,00;0,00;0,00;5005,48874;5001,30772;5007,255;5002,94957;
19:37:10:239;0;3600;25;-0,00;0,00;0,00;5005,48499;5001,30916;5007,25052;5002,95234;
19:37:11:273;0;3600;25;-0,00;0,00;0,00;5005,48348;5001,30767;5007,26066;5002,94821;
19:37:12:275;0;3600;25;-0,00;0,00;0,00;5005,49109;5001,30398;5007,24962;5002,94874;
19:37:13:292;0;3600;25;-0,00;0,00;0,00;5005,4758;5001,31421;5007,24941;5002,94527;
19:37:14:294;0;3600;25;-0,00;0,00;0,00;5005,4753;5001,31154;5007,25149;5002,94391;
19:37:15:326;0;3600;25;-0,00;0,00;0,00;5005,47661;5001,32035;5007,25242;5002,95373;
19:37:16:328;0;3600;25;-0,00;0,00;0,00;5005,47741;5001,30328;5007,25642;5002,9482;
19:37:17:367;0;3600;25;-0,00;0,00;0,00;5005,47646;5001,31393;5007,24679;5002,95541;
19:37:18:366;0;3600;25;-0,00;0,00;0,00;5005,48258;5001,29957;5007,25406;5002,95594;
19:37:19:396;0;3600;25;-0,00;0,00;0,00;5005,48199;5001,30374;5007,25151;5002,9581;
19:37:20:399;0;3600;25;-0,00;0,00;0,00;5005,48177;5001,3095;5007,25014;5002,95043;
19:37:21:402;0;3600;25;-0,00;0,00;0,00;5005,47258;5001,3138;5007,25075;5002,95472;
19:37:22:418;0;3600;25;-0,00;0,00;0,00;5005,48278;5001,29161;5007,25161;5002,95178;
19:37:23:436;0;3600;25;-0,00;0,00;0,00;5005,48187;5001,31707;5007,25027;5002,95412;
19:37:24:454;0;3600;25;-0,00;0,00;0,00;5005,48408;5001,31476;5007,25159;5002,95761;
19:37:25:469;0;3600;25;-0,00;0,00;0,00;5005,48018;5001,31197;5007,25013;5002,95087;
19:37:26:490;0;3600;25;-0,00;0,00;0,00;5005,47931;5001,32476;5007,25259;5002,95596;
19:37:27:507;0;3600;25;-0,00;0,00;0,00;5005,47971;5001,30957;5007,2488;5002,9482;
19:37:28:509;0;3600;25;-0,00;0,00;0,00;5005,47564;5001,30837;5007,25445;5002,94504;
19:37:29:525;0;3600;25;-0,00;0,00;0,00;5005,4652;5001,30881;5007,25294;5002,94329;
19:37:30:542;0;3600;25;-0,00;0,00;0,00;5005,48051;5001,30211;5007,25159;5002,94157;
19:37:31:561;0;3600;25;-0,00;0,00;0,00;5005,48316;5001,30842;5007,24649;5002,95227;
19:37:32:561;0;3600;25;-0,00;0,00;0,00;5005,48397;5001,30334;5007,24894;5002,94928;
19:37:33:580;0;3600;25;-0,00;0,00;0,00;5005,49095;5001,30262;5007,25119;5002,95435;
19:37:34:596;0;3600;25;-0,00;0,00;0,00;5005,48045;5001,31032;5007,25642;5002,95527;
19:37:35:615;0;3600;25;-0,00;0,00;0,00;5005,48598;5001,30027;5007,25569;5002,95174;
19:37:36:632;0;3600;25;-0,00;0,00;0,00;5005,48146;5001,30133;5007,25873;5002,95298;
19:37:37:632;0;3600;25;-0,00;0,00;0,00;5005,48085;5001,31027;5007,25507;5002,95088;
19:37:38:658;0;3600;25;-0,00;0,00;0,00;5005,48122;5001,30118;5007,25528;5002,94503;
19:37:39:674;0;3600;25;-0,00;0,00;0,00;5005,47927;5001,30505;5007,25475;5002,95645;
19:37:40:687;0;3600;25;-0,00;0,00;0,00;5005,49202;5001,3127;5007,25128;5002,95237;
19:37:41:689;0;3600;25;-0,00;0,00;0,00;5005,48701;5001,30863;5007,24453;5002,95687;
19:37:42:707;0;3600;25;-0,00;0,00;0,00;5005,46984;5001,30986;5007,24512;5002,9481;
19:37:43:740;0;3600;25;-0,00;0,00;0,00;5005,47515;5001,31034;5007,24942;5002,94895;
19:37:44:756;0;3600;25;-0,00;0,00;0,00;5005,48228;5001,31002;5007,24858;5002,95381;
19:37:45:760;0;3600;25;-0,00;0,00;0,00;5005,48868;5001,31226;5007,25095;5002,96103;
19:37:46:759;0;3600;25;-0,00;0,00;0,00;5005,47621;5001,31184;5007,25167;5002,9545;
19:37:47:843;0;3600;25;-0,00;0,00;0,00;5005,47918;5001,30877;5007,24451;5002,95031;
19:37:48:921;0;3600;25;-0,00;0,00;0,00;5005,48682;5001,29909;5007,24942;5002,94991;
19:37:49:844;0;3600;25;-0,00;0,00;0,00;5005,47327;5001,2997;5007,25217;5002,95358;
19:37:50:847;0;3600;25;-0,00;0,00;0,00;5005,47393;5001,31447;5007,25104;5002,96346;
19:37:51:864;0;3600;25;-0,00;0,00;0,00;5005,48121;5001,30527;5007,24828;5002,95916;
19:37:52:850;0;3600;25;-0,00;0,00;0,00;5005,49319;5001,29668;5007,25238;5002,96018;
19:37:53:885;0;3600;25;-0,00;0,00;0,00;5005,48258;5001,30198;5007,24993;5002,95967;
19:37:54:916;0;3600;25;-0,00;0,00;0,00;5005,46768;5001,31435;5007,24391;5002,96021;
19:37:55:919;0;3600;25;-0,00;0,00;0,00;5005,47871;5001,30733;5007,25211;5002,95431;
19:37:56:936;0;3600;25;-0,00;0,00;0,00;5005,4691;5001,29637;5007,25556;5002,94356;
19:37:57:938;0;3600;25;-0,00;0,00;0,00;5005,4876;5001,31049;5007,25126;5002,94054;
19:37:58:972;0;3600;25;-0,00;0,00;0,00;5005,47191;5001,30458;5007,25296;5002,94026;
19:37:59:988;0;3600;25;-0,00;0,00;0,00;5005,48032;5001,31326;5007,26064;5002,94414;
19:38:0:990;0;3600;25;-0,00;0,00;0,00;5005,47842;5001,30736;5007,25396;5002,94443;
19:38:1:993;0;3600;25;-0,00;0,00;0,00;5005,48227;5001,31721;5007,26134;5002,94613;
19:38:3:25;0;3600;25;-0,00;0,00;0,00;5005,48065;5001,30889;5007,2591;5002,95179;
19:38:4:27;0;3600;25;-0,00;0,00;0,00;5005,48279;5001,3184;5007,25541;5002,9474;
